label_rank_qid,label_rank_name,label_qid,label_name,assigned_node_count,assigned_leaf_node_count,strict_descendant_count,leaf_descendant_count,is_leaf_label
Q68947,subspecies,Q27602332,Scleroptila shelleyi macarthuri,0,0,0,0,1
Q68947,subspecies,Q27602336,Scleroptila shelleyi shelleyi,0,0,0,0,1
Q68947,subspecies,Q27602342,Scleroptila shelleyi whytei,0,0,0,0,1
Q68947,subspecies,Q27602348,Scleroptila psilolaema psilolaema,0,0,0,0,1
Q68947,subspecies,Q27602358,Scleroptila gutturalis gutturalis,0,0,0,0,1
Q68947,subspecies,Q27602361,Scleroptila gutturalis archeri,0,0,0,0,1
Q68947,subspecies,Q27602368,Scleroptila gutturalis lorti,0,0,0,0,1
Q68947,subspecies,Q27602371,Scleroptila gutturalis jugularis,0,0,0,0,1
Q68947,subspecies,Q27602377,Scleroptila gutturalis pallidior,0,0,0,0,1
Q68947,subspecies,Q27602380,Scleroptila gutturalis levalliantoides,0,0,0,0,1
Q68947,subspecies,Q27602386,Dendroperdix sephaena grantii,0,0,0,0,1
Q68947,subspecies,Q27602393,Dendroperdix sephaena rovuma,0,0,0,0,1
Q68947,subspecies,Q27602397,Dendroperdix sephaena spilogaster,0,0,0,0,1
Q68947,subspecies,Q27602403,Dendroperdix sephaena zambesiae,0,0,0,0,1
Q68947,subspecies,Q27602407,Dendroperdix sephaena sephaena,0,0,0,0,1
Q68947,subspecies,Q27602412,Pternistis squamatus squamatus,0,0,0,0,1
Q68947,subspecies,Q27602419,Pternistis squamatus schuetti,0,0,0,0,1
Q68947,subspecies,Q27602422,Pternistis squamatus maranensis,0,0,0,0,1
Q68947,subspecies,Q27602428,Pternistis squamatus usambarae,0,0,0,0,1
Q68947,subspecies,Q27602431,Pternistis squamatus uzungwensis,0,0,0,0,1
Q68947,subspecies,Q27602437,Pternistis squamatus doni,0,0,0,0,1
Q68947,subspecies,Q27602442,Pternistis ahantensis hopkinsoni,0,0,0,0,1
Q68947,subspecies,Q27602446,Pternistis ahantensis ahantensis,0,0,0,0,1
Q68947,subspecies,Q27602453,Pternistis hildebrandti altumi,0,0,0,0,1
Q68947,subspecies,Q27602457,Pternistis hildebrandti hildebrandti,0,0,0,0,1
Q68947,subspecies,Q27602463,Pternistis hildebrandti johnstoni,0,0,0,0,1
Q68947,subspecies,Q27602470,Pternistis bicalcaratus ayesha,0,0,0,0,1
Q68947,subspecies,Q27602474,Pternistis bicalcaratus bicalcaratus,0,0,0,0,1
Q68947,subspecies,Q27602480,Pternistis bicalcaratus ogilviegranti,0,0,0,0,1
Q68947,subspecies,Q27602486,Pternistis clappertoni clappertoni,0,0,0,0,1
Q68947,subspecies,Q27602489,Pternistis clappertoni koenigseggi,0,0,0,0,1
Q68947,subspecies,Q27602496,Pternistis clappertoni heuglini,0,0,0,0,1
Q68947,subspecies,Q27602498,Pternistis clappertoni sharpii,0,0,0,0,1
Q68947,subspecies,Q27602505,Pternistis clappertoni nigrosquamatus,0,0,0,0,1
Q68947,subspecies,Q27602508,Pternistis clappertoni gedgii,0,0,0,0,1
Q68947,subspecies,Q27602514,Pternistis castaneicollis ogoensis,0,0,0,0,1
Q68947,subspecies,Q27602519,Pternistis castaneicollis castaneicollis,0,0,0,0,1
Q68947,subspecies,Q27602524,Pternistis castaneicollis kaffanus,0,0,0,0,1
Q68947,subspecies,Q27602530,Pternistis castaneicollis atrifrons,0,0,0,0,1
Q68947,subspecies,Q27602536,Pternistis adspersus adspersus,0,0,0,0,1
Q68947,subspecies,Q27602540,Pternistis adspersus mesicus,0,0,0,0,1
Q68947,subspecies,Q27602547,Pternistis natalensis neavei,0,0,0,0,1
Q68947,subspecies,Q27602551,Pternistis natalensis natalensis,0,0,0,0,1
Q68947,subspecies,Q27602557,Pternistis afer harterti,0,0,0,0,1
Q68947,subspecies,Q27602563,Pternistis afer cranchii,0,0,0,0,1
Q68947,subspecies,Q27602566,Pternistis afer leucoparaeus,0,0,0,0,1
Q68947,subspecies,Q27602572,Pternistis afer melanogaster,0,0,0,0,1
Q68947,subspecies,Q27602576,Pternistis afer afer,0,0,0,0,1
Q68947,subspecies,Q27602582,Pternistis afer swynnertoni,0,0,0,0,1
Q68947,subspecies,Q27602586,Pternistis afer castaneiventer,0,0,0,0,1
Q68947,subspecies,Q27602592,Pternistis swainsonii lundazi,0,0,0,0,1
Q68947,subspecies,Q27602598,Pternistis swainsonii swainsonii,0,0,0,0,1
Q68947,subspecies,Q27602603,Perdix perdix perdix,0,0,0,0,1
Q68947,subspecies,Q27602608,Perdix perdix armoricana,0,0,0,0,1
Q68947,subspecies,Q27602615,Perdix perdix sphagnetorum,0,0,0,0,1
Q68947,subspecies,Q27602620,Perdix perdix italica,0,0,0,0,1
Q68947,subspecies,Q27602623,Perdix perdix lucida,0,0,0,0,1
Q68947,subspecies,Q27602628,Perdix perdix canescens,0,0,0,0,1
Q68947,subspecies,Q27602632,Perdix perdix robusta,0,0,0,0,1
Q68947,subspecies,Q27602638,Perdix dauurica dauurica,0,0,0,0,1
Q68947,subspecies,Q27602642,Perdix dauurica suschkini,0,0,0,0,1
Q68947,subspecies,Q27602649,Perdix hodgsoniae caraganae,0,0,0,0,1
Q68947,subspecies,Q27602654,Perdix hodgsoniae hodgsoniae,0,0,0,0,1
Q68947,subspecies,Q27602659,Perdix hodgsoniae sifanica,0,0,0,0,1
Q68947,subspecies,Q27602664,Melanoperdix niger niger,0,0,0,0,1
Q68947,subspecies,Q27602668,Melanoperdix niger borneensis,0,0,0,0,1
Q68947,subspecies,Q27602673,Coturnix coturnix coturnix,0,0,0,0,1
Q68947,subspecies,Q27602679,Coturnix coturnix conturbans,0,0,0,0,1
Q68947,subspecies,Q27602683,Coturnix coturnix inopinata,0,0,0,0,1
Q68947,subspecies,Q27602688,Coturnix coturnix africana,0,0,0,0,1
Q68947,subspecies,Q27602692,Coturnix coturnix erlangeri,0,0,0,0,1
Q68947,subspecies,Q27602697,Coturnix delegorguei delegorguei,0,0,0,0,1
Q68947,subspecies,Q27602704,Coturnix delegorguei histrionica,0,0,0,0,1
Q68947,subspecies,Q27602708,Coturnix delegorguei arabica,0,0,0,0,1
Q68947,subspecies,Q27602715,Coturnix ypsilophora raaltenii,0,0,0,0,1
Q68947,subspecies,Q27602721,Coturnix ypsilophora pallidior,0,0,0,0,1
Q68947,subspecies,Q27602724,Coturnix ypsilophora saturatior,0,0,0,0,1
Q68947,subspecies,Q27602730,Coturnix ypsilophora dogwa,0,0,0,0,1
Q68947,subspecies,Q27602734,Coturnix ypsilophora plumbea,0,0,0,0,1
Q68947,subspecies,Q27602740,Coturnix ypsilophora monticola,0,0,0,0,1
Q68947,subspecies,Q27602744,Coturnix ypsilophora mafulu,0,0,0,0,1
Q68947,subspecies,Q27602751,Coturnix ypsilophora ypsilophora,0,0,0,0,1
Q68947,subspecies,Q27602757,Excalfactoria chinensis chinensis,0,0,0,0,1
Q68947,subspecies,Q27602763,Excalfactoria chinensis trinkutensis,0,0,0,0,1
Q68947,subspecies,Q27602766,Excalfactoria chinensis lineata,0,0,0,0,1
Q68947,subspecies,Q27602772,Excalfactoria chinensis novaeguineae,0,0,0,0,1
Q68947,subspecies,Q27602777,Excalfactoria chinensis papuensis,0,0,0,0,1
Q68947,subspecies,Q27602782,Excalfactoria chinensis lepida,0,0,0,0,1
Q68947,subspecies,Q27602786,Excalfactoria chinensis australis,0,0,0,0,1
Q68947,subspecies,Q27602791,Excalfactoria chinensis colletti,0,0,0,0,1
Q68947,subspecies,Q27602797,Perdicula asiatica punjaubi,0,0,0,0,1
Q68947,subspecies,Q27602802,Perdicula asiatica vidali,0,0,0,0,1
Q68947,subspecies,Q27602806,Perdicula asiatica vellorei,0,0,0,0,1
Q68947,subspecies,Q27602811,Perdicula asiatica ceylonensis,0,0,0,0,1
Q68947,subspecies,Q27602818,Perdicula argoondah meinertzhageni,0,0,0,0,1
Q68947,subspecies,Q27602822,Perdicula argoondah argoondah,0,0,0,0,1
Q68947,subspecies,Q27602827,Perdicula argoondah salimalii,0,0,0,0,1
Q68947,subspecies,Q27602832,Perdicula erythrorhyncha blewitti,0,0,0,0,1
Q68947,subspecies,Q27602837,Perdicula erythrorhyncha erythrorhyncha,0,0,0,0,1
Q68947,subspecies,Q27602843,Perdicula manipurensis inglisi,0,0,0,0,1
Q68947,subspecies,Q27602847,Perdicula manipurensis manipurensis,0,0,0,0,1
Q68947,subspecies,Q27602853,Arborophila torqueola millardi,0,0,0,0,1
Q68947,subspecies,Q27602858,Arborophila torqueola torqueola,0,0,0,0,1
Q68947,subspecies,Q27602862,Arborophila torqueola interstincta,0,0,0,0,1
Q68947,subspecies,Q27602868,Arborophila torqueola batemani,0,0,0,0,1
Q68947,subspecies,Q27602871,Arborophila torqueola griseata,0,0,0,0,1
Q68947,subspecies,Q27602877,Arborophila rufogularis rufogularis,0,0,0,0,1
Q68947,subspecies,Q27602880,Arborophila rufogularis intermedia,0,0,0,0,1
Q68947,subspecies,Q27602885,Arborophila rufogularis tickelli,0,0,0,0,1
Q68947,subspecies,Q27602890,Arborophila rufogularis euroa,0,0,0,0,1
Q68947,subspecies,Q27602895,Arborophila rufogularis guttata,0,0,0,0,1
Q68947,subspecies,Q27602900,Arborophila rufogularis annamensis,0,0,0,0,1
Q68947,subspecies,Q27602905,Arborophila brunneopectus brunneopectus,0,0,0,0,1
Q68947,subspecies,Q27602911,Arborophila brunneopectus henrici,0,0,0,0,1
Q68947,subspecies,Q27602916,Arborophila brunneopectus albigula,0,0,0,0,1
Q68947,subspecies,Q27602921,Arborophila gingica gingica,0,0,0,0,1
Q68947,subspecies,Q27602927,Arborophila gingica guangxiensis,0,0,0,0,1
Q68947,subspecies,Q27602933,Arborophila cambodiana cambodiana,0,0,0,0,1
Q68947,subspecies,Q27602937,Arborophila cambodiana chandamonyi,0,0,0,0,1
Q68947,subspecies,Q27602943,Arborophila javanica javanica,0,0,0,0,1
Q68947,subspecies,Q27602947,Arborophila javanica lawuana,0,0,0,0,1
Q68947,subspecies,Q27602952,Arborophila charltonii charltonii,0,0,0,0,1
Q68947,subspecies,Q27602956,Arborophila charltonii atjenensis,0,0,0,0,1
Q68947,subspecies,Q27602960,Arborophila charltonii graydoni,0,0,0,0,1
Q68947,subspecies,Q27602964,Arborophila chloropus chloropus,0,0,0,0,1
Q68947,subspecies,Q27602967,Arborophila chloropus tonkinensis,0,0,0,0,1
Q68947,subspecies,Q27602973,Arborophila chloropus cognacqi,0,0,0,0,1
Q68947,subspecies,Q27602980,Arborophila chloropus merlini,0,0,0,0,1
Q68947,subspecies,Q27602988,Arborophila chloropus vivida,0,0,0,0,1
Q68947,subspecies,Q27602992,Arborophila chloropus peninsularis,0,0,0,0,1
Q68947,subspecies,Q27602999,Arborophila chloropus olivacea,0,0,0,0,1
Q68947,subspecies,Q27603005,Caloperdix oculeus oculeus,0,0,0,0,1
Q68947,subspecies,Q27603012,Caloperdix oculeus ocellatus,0,0,0,0,1
Q68947,subspecies,Q27603017,Caloperdix oculeus borneensis,0,0,0,0,1
Q68947,subspecies,Q27603025,Bambusicola fytchii fytchii,0,0,0,0,1
Q68947,subspecies,Q27603031,Bambusicola fytchii hopkinsoni,0,0,0,0,1
Q68947,subspecies,Q27603038,Galloperdix spadicea spadicea,0,0,0,0,1
Q68947,subspecies,Q27603044,Galloperdix spadicea caurina,0,0,0,0,1
Q68947,subspecies,Q27603049,Galloperdix spadicea stewarti,0,0,0,0,1
Q68947,subspecies,Q27603057,Ithaginis cruentus cruentus,0,0,0,0,1
Q68947,subspecies,Q27603063,Ithaginis cruentus affinis,0,0,0,0,1
Q68947,subspecies,Q27603069,Ithaginis cruentus tibetanus,0,0,0,0,1
Q68947,subspecies,Q27603075,Ithaginis cruentus kuseri,0,0,0,0,1
Q68947,subspecies,Q27603081,Ithaginis cruentus marionae,0,0,0,0,1
Q68947,subspecies,Q27603087,Ithaginis cruentus rocki,0,0,0,0,1
Q68947,subspecies,Q27603092,Ithaginis cruentus clarkei,0,0,0,0,1
Q68947,subspecies,Q27603099,Ithaginis cruentus geoffroyi,0,0,0,0,1
Q68947,subspecies,Q27603106,Ithaginis cruentus berezowskii,0,0,0,0,1
Q68947,subspecies,Q27603110,Ithaginis cruentus beicki,0,0,0,0,1
Q68947,subspecies,Q27603117,Ithaginis cruentus michaelis,0,0,0,0,1
Q68947,subspecies,Q27603119,Ithaginis cruentus sinensis,0,0,0,0,1
Q68947,subspecies,Q27603125,Tragopan blythii molesworthi,0,0,0,0,1
Q68947,subspecies,Q27603128,Tragopan blythii blythii,0,0,0,0,1
Q68947,subspecies,Q27603133,Tragopan caboti caboti,0,0,0,0,1
Q68947,subspecies,Q27603136,Tragopan caboti guangxiensis,0,0,0,0,1
Q68947,subspecies,Q27603141,Pucrasia macrolopha castanea,0,0,0,0,1
Q68947,subspecies,Q27603145,Pucrasia macrolopha biddulphi,0,0,0,0,1
Q68947,subspecies,Q27603149,Pucrasia macrolopha macrolopha,0,0,0,0,1
Q68947,subspecies,Q27603152,Pucrasia macrolopha nipalensis,0,0,0,0,1
Q68947,subspecies,Q27603157,Pucrasia macrolopha meyeri,0,0,0,0,1
Q68947,subspecies,Q27603161,Pucrasia macrolopha ruficollis,0,0,0,0,1
Q68947,subspecies,Q27603164,Pucrasia macrolopha xanthospila,0,0,0,0,1
Q68947,subspecies,Q27603167,Pucrasia macrolopha joretiana,0,0,0,0,1
Q68947,subspecies,Q27603171,Pucrasia macrolopha darwini,0,0,0,0,1
Q68947,subspecies,Q27603177,Lophophorus sclateri arunachalensis,0,0,0,0,1
Q68947,subspecies,Q27603180,Lophophorus sclateri sclateri,0,0,0,0,1
Q68947,subspecies,Q27603185,Lophophorus sclateri orientalis,0,0,0,0,1
Q68947,subspecies,Q27603196,Lophura leucomelanos hamiltonii,0,0,0,0,1
Q68947,subspecies,Q27603202,Lophura leucomelanos melanota,0,0,0,0,1
Q68947,subspecies,Q27603204,Lophura leucomelanos moffitti,0,0,0,0,1
Q68947,subspecies,Q27603209,Lophura leucomelanos lathami,0,0,0,0,1
Q68947,subspecies,Q27603210,Lophura leucomelanos williamsi,0,0,0,0,1
Q68947,subspecies,Q27603215,Lophura leucomelanos oatesi,0,0,0,0,1
Q68947,subspecies,Q27603217,Lophura leucomelanos lineata,0,0,0,0,1
Q68947,subspecies,Q27603222,Lophura leucomelanos crawfurdii,0,0,0,0,1
Q68947,subspecies,Q27603226,Lophura nycthemera omeiensis,0,0,0,0,1
Q68947,subspecies,Q27603229,Lophura nycthemera rongjiangensis,0,0,0,0,1
Q68947,subspecies,Q27603234,Lophura nycthemera nycthemera,0,0,0,0,1
Q68947,subspecies,Q27603236,Lophura nycthemera fokiensis,0,0,0,0,1
Q68947,subspecies,Q27603240,Lophura nycthemera whiteheadi,0,0,0,0,1
Q68947,subspecies,Q27603243,Lophura nycthemera occidentalis,0,0,0,0,1
Q68947,subspecies,Q27603246,Lophura nycthemera rufipes,0,0,0,0,1
Q68947,subspecies,Q27603249,Lophura nycthemera jonesi,0,0,0,0,1
Q68947,subspecies,Q27603253,Lophura nycthemera ripponi,0,0,0,0,1
Q68947,subspecies,Q27603268,Lophura nycthemera lewisi,0,0,0,0,1
Q68947,subspecies,Q27603271,Lophura nycthemera engelbachi,0,0,0,0,1
Q68947,subspecies,Q27603275,Lophura erythrophthalma erythrophthalma,0,0,0,0,1
Q68947,subspecies,Q27603279,Lophura erythrophthalma pyronota,0,0,0,0,1
Q68947,subspecies,Q27603283,Lophura ignita macartneyi,0,0,0,0,1
Q68947,subspecies,Q27603287,Lophura ignita nobilis,0,0,0,0,1
Q68947,subspecies,Q27603289,Lophura ignita ignita,0,0,0,0,1
Q68947,subspecies,Q27603295,Crossoptilon crossoptilon dolani,0,0,0,0,1
Q68947,subspecies,Q27603299,Crossoptilon crossoptilon crossoptilon,0,0,0,0,1
Q68947,subspecies,Q27603301,Crossoptilon crossoptilon lichiangense,0,0,0,0,1
Q68947,subspecies,Q27603305,Crossoptilon crossoptilon drouynii,0,0,0,0,1
Q68947,subspecies,Q27603308,Syrmaticus humiae humiae,0,0,0,0,1
Q68947,subspecies,Q27603312,Syrmaticus humiae burmanicus,0,0,0,0,1
Q68947,subspecies,Q27603316,Syrmaticus soemmerringii scintillans,0,0,0,0,1
Q68947,subspecies,Q27603319,Syrmaticus soemmerringii subrufus,0,0,0,0,1
Q68947,subspecies,Q27603322,Syrmaticus soemmerringii intermedius,0,0,0,0,1
Q68947,subspecies,Q27603325,Syrmaticus soemmerringii soemmerringii,0,0,0,0,1
Q68947,subspecies,Q27603328,Syrmaticus soemmerringii ijimae,0,0,0,0,1
Q68947,subspecies,Q27603333,Phasianus colchicus septentrionalis,0,0,0,0,1
Q68947,subspecies,Q27603335,Phasianus colchicus colchicus,0,0,0,0,1
Q68947,subspecies,Q27603339,Phasianus colchicus talischensis,0,0,0,0,1
Q68947,subspecies,Q27603340,Phasianus colchicus persicus,0,0,0,0,1
Q68947,subspecies,Q27603344,Phasianus colchicus principalis,0,0,0,0,1
Q68947,subspecies,Q27603346,Phasianus colchicus chrysomelas,0,0,0,0,1
Q68947,subspecies,Q27603349,Phasianus colchicus zarudnyi,0,0,0,0,1
Q68947,subspecies,Q27603352,Phasianus colchicus bianchii,0,0,0,0,1
Q68947,subspecies,Q27603354,Phasianus colchicus zerafschanicus,0,0,0,0,1
Q68947,subspecies,Q27603357,Phasianus colchicus turcestanicus,0,0,0,0,1
Q68947,subspecies,Q27603359,Phasianus colchicus mongolicus,0,0,0,0,1
Q68947,subspecies,Q27603362,Phasianus colchicus shawii,0,0,0,0,1
Q68947,subspecies,Q27603364,Phasianus colchicus tarimensis,0,0,0,0,1
Q68947,subspecies,Q27603367,Phasianus colchicus vlangalii,0,0,0,0,1
Q68947,subspecies,Q27603369,Phasianus colchicus strauchi,0,0,0,0,1
Q68947,subspecies,Q27603372,Phasianus colchicus sohokhotensis,0,0,0,0,1
Q68947,subspecies,Q27603376,Phasianus colchicus satscheuensis,0,0,0,0,1
Q68947,subspecies,Q27603377,Phasianus colchicus hagenbecki,0,0,0,0,1
Q68947,subspecies,Q27603381,Phasianus colchicus edzinensis,0,0,0,0,1
Q68947,subspecies,Q27603382,Phasianus colchicus alaschanicus,0,0,0,0,1
Q68947,subspecies,Q27603386,Phasianus colchicus kiangsuensis,0,0,0,0,1
Q68947,subspecies,Q27603389,Phasianus colchicus karpowi,0,0,0,0,1
Q68947,subspecies,Q27603391,Phasianus colchicus pallasi,0,0,0,0,1
Q68947,subspecies,Q27603394,Phasianus colchicus suehschanensis,0,0,0,0,1
Q68947,subspecies,Q27603396,Phasianus colchicus elegans,0,0,0,0,1
Q68947,subspecies,Q27603399,Phasianus colchicus decollatus,0,0,0,0,1
Q68947,subspecies,Q27603401,Phasianus colchicus rothschildi,0,0,0,0,1
Q68947,subspecies,Q27603404,Phasianus colchicus takatsukasae,0,0,0,0,1
Q68947,subspecies,Q27603408,Phasianus colchicus formosanus,0,0,0,0,1
Q68947,subspecies,Q27603409,Phasianus versicolor robustipes,0,0,0,0,1
Q68947,subspecies,Q27603413,Phasianus versicolor tohkaidi,0,0,0,0,1
Q68947,subspecies,Q27603414,Phasianus versicolor tanensis,0,0,0,0,1
Q68947,subspecies,Q27603418,Phasianus versicolor versicolor,0,0,0,0,1
Q68947,subspecies,Q27603421,Polyplectron chalcurum scutulatum,0,0,0,0,1
Q68947,subspecies,Q27603424,Rheinardia ocellata ocellata,0,0,0,0,1
Q68947,subspecies,Q27603426,Rheinardia ocellata nigrescens,0,0,0,0,1
Q68947,subspecies,Q27603429,Argusianus argus grayi,0,0,0,0,1
Q68947,subspecies,Q27603432,Argusianus argus argus,0,0,0,0,1
Q68947,subspecies,Q27603433,Pavo muticus spicifer,0,0,0,0,1
Q68947,subspecies,Q27603436,Pavo muticus imperator,0,0,0,0,1
Q68947,subspecies,Q27603437,Pavo muticus muticus,0,0,0,0,1
Q68947,subspecies,Q27603440,Gavia arctica arctica,0,0,0,0,1
Q68947,subspecies,Q27603443,Gavia arctica viridigularis,0,0,0,0,1
Q68947,subspecies,Q27603447,Eudyptula minor novaehollandiae,0,0,0,0,1
Q68947,subspecies,Q27603449,Eudyptula minor iredalei,0,0,0,0,1
Q68947,subspecies,Q27603452,Eudyptula minor variabilis,0,0,0,0,1
Q68947,subspecies,Q27603454,Eudyptula minor minor,0,0,0,0,1
Q68947,subspecies,Q27603459,Eudyptula minor chathamensis,0,0,0,0,1
Q68947,subspecies,Q27603461,Oceanites oceanicus oceanicus,0,0,0,0,1
Q68947,subspecies,Q27603463,Oceanites oceanicus exasperatus,0,0,0,0,1
Q68947,subspecies,Q27603466,Oceanites gracilis gracilis,0,0,0,0,1
Q68947,subspecies,Q27603467,Oceanites gracilis galapagoensis,0,0,0,0,1
Q68947,subspecies,Q27603469,Pelagodroma marina hypoleuca,0,0,0,0,1
Q68947,subspecies,Q27603470,Pelagodroma marina eadesorum,0,0,0,0,1
Q68947,subspecies,Q27603472,Pelagodroma marina dulciae,0,0,0,0,1
Q68947,subspecies,Q27603473,Pelagodroma marina maoriana,0,0,0,0,1
Q68947,subspecies,Q27603475,Pelagodroma marina albiclunis,0,0,0,0,1
Q68947,subspecies,Q27603476,Fregetta grallaria grallaria,0,0,0,0,1
Q68947,subspecies,Q27603478,Fregetta grallaria leucogaster,0,0,0,0,1
Q68947,subspecies,Q27603480,Fregetta grallaria segethi,0,0,0,0,1
Q68947,subspecies,Q27603481,Fregetta grallaria titan,0,0,0,0,1
Q68947,subspecies,Q27603483,Fregetta tropica tropica,0,0,0,0,1
Q68947,subspecies,Q27603484,Fregetta tropica melanoleuca,0,0,0,0,1
Q68947,subspecies,Q27603486,Diomedea antipodensis antipodensis,0,0,0,0,1
Q68947,subspecies,Q27603490,Thalassarche cauta cauta,0,0,0,0,1
Q68947,subspecies,Q27603492,Thalassarche cauta steadi,0,0,0,0,1
Q68947,subspecies,Q27603494,Thalassarche bulleri bulleri,0,0,0,0,1
Q68947,subspecies,Q27603496,Thalassarche bulleri platei,0,0,0,0,1
Q68947,subspecies,Q27603499,Hydrobates pelagicus pelagicus,0,0,0,0,1
Q68947,subspecies,Q27603501,Hydrobates pelagicus melitensis,0,0,0,0,1
Q68947,subspecies,Q27603505,Oceanodroma tethys tethys,0,0,0,0,1
Q68947,subspecies,Q27603506,Oceanodroma tethys kelsalli,0,0,0,0,1
Q68947,subspecies,Q27603510,Oceanodroma leucorhoa leucorhoa,0,0,0,0,1
Q68947,subspecies,Q27603513,Oceanodroma leucorhoa chapmani,0,0,0,0,1
Q68947,subspecies,Q27603515,Oceanodroma furcata furcata,0,0,0,0,1
Q68947,subspecies,Q27603519,Oceanodroma furcata plumbea,0,0,0,0,1
Q68947,subspecies,Q27603522,Fulmarus glacialis glacialis,0,0,0,0,1
Q68947,subspecies,Q27603524,Fulmarus glacialis auduboni,0,0,0,0,1
Q68947,subspecies,Q27603528,Fulmarus glacialis rodgersii,0,0,0,0,1
Q68947,subspecies,Q27603531,Daption capense capense,0,0,0,0,1
Q68947,subspecies,Q27603533,Daption capense australe,0,0,0,0,1
Q68947,subspecies,Q27603536,Pagodroma nivea nivea,0,0,0,0,1
Q68947,subspecies,Q27603539,Pagodroma nivea major,0,0,0,0,1
Q68947,subspecies,Q27603541,Pachyptila salvini salvini,0,0,0,0,1
Q68947,subspecies,Q27603545,Pachyptila salvini macgillivrayi,0,0,0,0,1
Q68947,subspecies,Q27603548,Pachyptila turtur turtur,0,0,0,0,1
Q68947,subspecies,Q27603551,Pachyptila turtur subantarctica,0,0,0,0,1
Q68947,subspecies,Q27603555,Pachyptila crassirostris crassirostris,0,0,0,0,1
Q68947,subspecies,Q27603558,Pachyptila crassirostris pyramidalis,0,0,0,0,1
Q68947,subspecies,Q27603561,Pachyptila crassirostris flemingi,0,0,0,0,1
Q68947,subspecies,Q27603566,Pterodroma neglecta neglecta,0,0,0,0,1
Q68947,subspecies,Q27603568,Pterodroma neglecta juana,0,0,0,0,1
Q68947,subspecies,Q27603574,Pterodroma leucoptera leucoptera,0,0,0,0,1
Q68947,subspecies,Q27603577,Pterodroma leucoptera caledonica,0,0,0,0,1
Q68947,subspecies,Q27603581,Pterodroma brevipes brevipes,0,0,0,0,1
Q68947,subspecies,Q27603588,Pterodroma brevipes magnificens,0,0,0,0,1
Q68947,subspecies,Q27603591,Pseudobulweria rostrata rostrata,0,0,0,0,1
Q68947,subspecies,Q27603596,Pseudobulweria rostrata trouessarti,0,0,0,0,1
Q68947,subspecies,Q27603603,Puffinus lherminieri lherminieri,0,0,0,0,1
Q68947,subspecies,Q27603606,Puffinus lherminieri loyemilleri,0,0,0,0,1
Q68947,subspecies,Q27603613,Puffinus persicus persicus,0,0,0,0,1
Q68947,subspecies,Q27603616,Puffinus persicus temptator,0,0,0,0,1
Q68947,subspecies,Q27603622,Puffinus bailloni nicolae,0,0,0,0,1
Q68947,subspecies,Q27603627,Puffinus bailloni colstoni,0,0,0,0,1
Q68947,subspecies,Q27603631,Puffinus bailloni bailloni,0,0,0,0,1
Q68947,subspecies,Q27603636,Puffinus bailloni dichrous,0,0,0,0,1
Q68947,subspecies,Q27603640,Puffinus bailloni gunax,0,0,0,0,1
Q68947,subspecies,Q27603647,Puffinus assimilis assimilis,0,0,0,0,1
Q68947,subspecies,Q27603651,Puffinus assimilis haurakiensis,0,0,0,0,1
Q68947,subspecies,Q27603656,Puffinus assimilis kermadecensis,0,0,0,0,1
Q68947,subspecies,Q27603662,Puffinus assimilis tunneyi,0,0,0,0,1
Q68947,subspecies,Q27603667,Pelecanoides urinatrix dacunhae,0,0,0,0,1
Q68947,subspecies,Q27603673,Pelecanoides urinatrix berard,0,0,0,0,1
Q68947,subspecies,Q27603681,Pelecanoides urinatrix chathamensis,0,0,0,0,1
Q68947,subspecies,Q27603684,Pelecanoides urinatrix exsul,0,0,0,0,1
Q68947,subspecies,Q27603690,Pelecanoides urinatrix coppingeri,0,0,0,0,1
Q68947,subspecies,Q27603695,Tachybaptus ruficollis ruficollis,0,0,0,0,1
Q68947,subspecies,Q27603699,Tachybaptus ruficollis albescens,0,0,0,0,1
Q68947,subspecies,Q27603706,Tachybaptus ruficollis iraquensis,0,0,0,0,1
Q68947,subspecies,Q27603710,Tachybaptus ruficollis capensis,0,0,0,0,1
Q68947,subspecies,Q27603715,Tachybaptus ruficollis poggei,0,0,0,0,1
Q68947,subspecies,Q27603719,Tachybaptus ruficollis philippensis,0,0,0,0,1
Q68947,subspecies,Q27603724,Tachybaptus ruficollis cotabato,0,0,0,0,1
Q68947,subspecies,Q27603731,Tachybaptus tricolor vulcanorum,0,0,0,0,1
Q68947,subspecies,Q27603733,Tachybaptus tricolor tricolor,0,0,0,0,1
Q68947,subspecies,Q27603734,Tachybaptus tricolor collaris,0,0,0,0,1
Q68947,subspecies,Q27603735,Tachybaptus novaehollandiae javanicus,0,0,0,0,1
Q68947,subspecies,Q27603741,Tachybaptus novaehollandiae fumosus,0,0,0,0,1
Q68947,subspecies,Q27603744,Tachybaptus novaehollandiae incola,0,0,0,0,1
Q68947,subspecies,Q27603750,Tachybaptus novaehollandiae novaehollandiae,0,0,0,0,1
Q68947,subspecies,Q27603753,Tachybaptus novaehollandiae leucosternos,0,0,0,0,1
Q68947,subspecies,Q27603761,Tachybaptus novaehollandiae rennellianus,0,0,0,0,1
Q68947,subspecies,Q27603764,Tachybaptus dominicus brachypterus,0,0,0,0,1
Q68947,subspecies,Q27603770,Tachybaptus dominicus bangsi,0,0,0,0,1
Q68947,subspecies,Q27603776,Tachybaptus dominicus dominicus,0,0,0,0,1
Q68947,subspecies,Q27603780,Tachybaptus dominicus brachyrhynchus,0,0,0,0,1
