label_rank_qid,label_rank_name,label_qid,label_name,assigned_node_count,assigned_leaf_node_count,strict_descendant_count,leaf_descendant_count,is_leaf_label
Q7432,species,Q2927920,Blue-wattled Bulbul,2,2,2,2,0
Q7432,species,Q2927921,Crested Finchbill,2,2,2,2,0
Q7432,species,Q2927922,Honeyguide Greenbul,2,2,2,2,0
Q7432,species,Q2934247,Silver-backed Tanager,2,2,2,2,0
Q7432,species,Q2937709,Lonchura leucosticta,2,2,2,2,0
Q7432,species,Q2941277,Black-backed Butcherbird,2,2,2,2,0
Q7432,species,Q2941279,Hooded Butcherbird,2,2,2,2,0
Q7432,species,Q2941300,Cacicus microrhynchus,2,2,2,2,0
Q7432,species,Q2941301,Cacicus leucoramphus,2,2,2,2,0
Q7432,species,Q29621642,Mediterranean Flycatcher,2,2,2,2,0
Q7432,species,Q2963851,Poospiza whitii,2,2,2,2,0
Q7432,species,Q2963857,Ringed Warbling Finch,2,2,2,2,0
Q7432,species,Q2963867,Rusty-browed Warbling Finch,2,2,2,2,0
Q7432,species,Q2964580,Purple Starling,2,2,2,2,0
Q7432,species,Q2967366,Luzon Flameback,2,2,2,2,0
Q7432,species,Q2984133,Treron phayrei,2,2,2,2,0
Q7432,species,Q2984155,Azuero Dove,2,2,2,2,0
Q7432,species,Q29865,Common Goldeneye,2,2,2,2,0
Q7432,species,Q3002228,Turdoides huttoni,2,2,2,2,0
Q7432,species,Q3011641,Dacnis egregia,2,2,2,2,0
Q7432,species,Q3016885,Eastern Bristlebird,2,2,2,2,0
Q7432,species,Q3026839,Olive-crowned Flowerpecker,2,2,2,2,0
Q7432,species,Q303744,Golden-capped Parakeet,2,2,2,2,0
Q7432,species,Q3049757,Red-faced Woodland Warbler,2,2,2,2,0
Q7432,species,Q30504160,Cordilleran parakeet,2,2,2,2,0
Q7432,species,Q3051593,African Blue Flycatcher,2,2,2,2,0
Q7432,species,Q305377,Andropadus gracilis,2,2,2,2,0
Q7432,species,Q30693869,Rufous-booted Racket-tail,2,2,2,2,0
Q7432,species,Q3071774,Blyth's Frogmouth,2,2,2,2,0
Q7432,species,Q3083797,Stachyris thoracica,2,2,2,2,0
Q7432,species,Q3089763,Long-billed Thrush,2,2,2,2,0
Q7432,species,Q3090712,Black-backed Thrush,2,2,2,2,0
Q7432,species,Q3114690,Ramphocelus flammigerus,2,2,2,2,0
Q7432,species,Q3115158,Coracina ceramensis,2,2,2,2,0
Q7432,species,Q3116428,Passerini's Tanager,2,2,2,2,0
Q7432,species,Q3117480,Piranga erythrocephala,2,2,2,2,0
Q7432,species,Q3117527,White-winged Shrike-Tanager,2,2,2,2,0
Q7432,species,Q3118420,Blue-headed Fantail,2,2,2,2,0
Q7432,species,Q3119558,Wakolo Myzomela,2,2,2,2,0
Q7432,species,Q3123915,Morningbird,2,2,2,2,0
Q7432,species,Q3123938,Yuhina diademata,2,2,2,2,0
Q7432,species,Q313391,Great-winged Petrel,2,2,2,2,0
Q7432,species,Q3136320,Grey-throated Martin,2,2,2,2,0
Q7432,species,Q3136337,White-headed Saw-wing,2,2,2,2,0
Q7432,species,Q3136341,Caribbean Martin,2,2,2,2,0
Q7432,species,Q3153924,Celestial Monarch,2,2,2,2,0
Q7432,species,Q31700,Dendrocopos moluccensis,2,2,2,2,0
Q7432,species,Q3176524,Black-throated Gray Warbler,2,2,2,2,0
Q7432,species,Q31769,White-throated Needletail,2,2,2,2,0
Q7432,species,Q3178867,Abert's Towhee,2,2,2,2,0
Q7432,species,Q3180327,Cinnyris reichenowi,2,2,2,2,0
Q7432,species,Q31804,Fulvous-breasted Woodpecker,2,2,2,2,0
Q7432,species,Q3182156,Olive-backed Tanager,2,2,2,2,0
Q7432,species,Q3182668,Ludwig's Double-collared Sunbird,2,2,2,2,0
Q7432,species,Q3182672,Golden-collared Tanager,2,2,2,2,0
Q7432,species,Q31866,Apus pacificus,2,2,2,2,0
Q7432,species,Q31872957,Passerculus rostratus,2,2,2,2,0
Q7432,species,Q31873667,Southern crested guineafowl,2,2,2,2,0
Q7432,species,Q31874488,Rufous-capped Lark,2,2,2,2,0
Q7432,species,Q31874577,Pale white-eye,2,2,2,2,0
Q7432,species,Q3231521,Garrulax milleti,2,2,2,2,0
Q7432,species,Q3231578,Bare-throated Whistler,2,2,2,2,0
Q7432,species,Q3232978,Mirafra poecilosterna,2,2,2,2,0
Q7432,species,Q3233016,White-bellied Whistler,2,2,2,2,0
Q7432,species,Q3233141,Chestnut-faced Babbler,2,2,2,2,0
Q7432,species,Q3233169,Black-headed Whistler,2,2,2,2,0
Q7432,species,Q325356,Paradisaea apoda,2,2,2,2,0
Q7432,species,Q328359,Rufous-headed Woodpecker,2,2,2,2,0
Q7432,species,Q32840,Yellow-billed Kite,2,2,2,2,0
Q7432,species,Q3285221,Pheucticus chrysogaster,2,2,2,2,0
Q7432,species,Q3295310,Tanysiptera nigriceps,2,2,2,2,0
Q7432,species,Q3302095,Black-capped Woodland Warbler,2,2,2,2,0
Q7432,species,Q3302629,White-lored Euphonia,2,2,2,2,0
Q7432,species,Q331065,Taeniopygia guttata,2,2,2,2,0
Q7432,species,Q331190,White-winged Crossbill,2,2,2,2,0
Q7432,species,Q3313699,Heterophasia pulchella,2,2,2,2,0
Q7432,species,Q3313753,Orinoco Saltator,2,2,2,2,0
Q7432,species,Q3314399,Cossypha isabellae,2,2,2,2,0
Q7432,species,Q3314648,Black-capped Sparrow,2,2,2,2,0
Q7432,species,Q3314657,Blue-shouldered Robin-Chat,2,2,2,2,0
Q7432,species,Q3314707,Chestnut-breasted Wren,2,2,2,2,0
Q7432,species,Q3314718,Cuban Solitaire,2,2,2,2,0
Q7432,species,Q3314820,Chirinda Apalis,2,2,2,2,0
Q7432,species,Q3315043,Cyornis hyacinthinus,2,2,2,2,0
Q7432,species,Q3315227,Babax koslowi,2,2,2,2,0
Q7432,species,Q3315263,Slaty Monarch,2,2,2,2,0
Q7432,species,Q3315355,Rufous-chested Flycatcher,2,2,2,2,0
Q7432,species,Q3315365,Artisornis moreaui,2,2,2,2,0
Q7432,species,Q3315397,Short-tailed Starling,2,2,2,2,0
Q7432,species,Q3315420,Snowy-crowned Robin-Chat,2,2,2,2,0
Q7432,species,Q3315428,Ant-eating Chat,2,2,2,2,0
Q7432,species,Q3315562,Green-winged Saltator,2,2,2,2,0
Q7432,species,Q3315569,Striated Starling,2,2,2,2,0
Q7432,species,Q3315651,Babax waddelli,2,2,2,2,0
Q7432,species,Q3315809,Yellow-vented Warbler,2,2,2,2,0
Q7432,species,Q3316484,Lamprotornis acuticaudus,2,2,2,2,0
Q7432,species,Q3318461,Garrulax davidi,2,2,2,2,0
Q7432,species,Q3318494,Kenrick's Starling,2,2,2,2,0
Q7432,species,Q3319590,Timor Stubtail,2,2,2,2,0
Q7432,species,Q3321047,Karamoja Apalis,2,2,2,2,0
Q7432,species,Q333239,Rufescent Tiger Heron,2,2,2,2,0
Q7432,species,Q335535,Yellow-breasted Bunting,2,2,2,2,0
Q7432,species,Q335992,Grey Crowned Crane,2,2,2,2,0
Q7432,species,Q339470,Olive-capped Flowerpecker,2,2,2,2,0
Q7432,species,Q3429500,White-spotted Fantail,2,2,2,2,0
Q7432,species,Q3454163,Rallus aequatorialis,2,2,2,2,0
Q7432,species,Q3479810,Crithagra hyposticta,2,2,2,2,0
Q7432,species,Q3498794,Cabot's Tern,2,2,2,2,0
Q7432,species,Q3591452,Oxyura ferruginea,2,2,2,2,0
Q7432,species,Q3595570,Loten's Sunbird,2,2,2,2,0
Q7432,species,Q367206,Square-tailed Saw-wing,2,2,2,2,0
Q7432,species,Q367270,Apolinar's Wren,2,2,2,2,0
Q7432,species,Q367448,Scheepmaker's Crowned Pigeon,2,2,2,2,0
Q7432,species,Q368251,Kelp Goose,2,2,2,2,0
Q7432,species,Q368505,Dusky Warbler,2,2,2,2,0
Q7432,species,Q368761,Malagasy sacred ibis,2,2,2,2,0
Q7432,species,Q370148,Chestnut-crested Cotinga,2,2,2,2,0
Q7432,species,Q371021,Yellow-vented Green Pigeon,2,2,2,2,0
Q7432,species,Q372606,Black-winged Lapwing,2,2,2,2,0
Q7432,species,Q3726257,Turner's Eremomela,2,2,2,2,0
Q7432,species,Q3726262,Megalurulus whitneyi,2,2,2,2,0
Q7432,species,Q3726291,Slaty-bellied Tesia,2,2,2,2,0
Q7432,species,Q3726307,Ashy-throated Warbler,2,2,2,2,0
Q7432,species,Q3726323,Tickell's Leaf Warbler,2,2,2,2,0
Q7432,species,Q3726386,Seicercus whistleri,2,2,2,2,0
Q7432,species,Q3726485,Plain-winged Woodcreeper,2,2,2,2,0
Q7432,species,Q3726802,Bates's Paradise Flycatcher,2,2,2,2,0
Q7432,species,Q3727042,Himalayan Bluetail,2,2,2,2,0
Q7432,species,Q3727066,Hartert's Leaf Warbler,2,2,2,2,0
Q7432,species,Q3727694,Schoenicola platyurus,2,2,2,2,0
Q7432,species,Q3727716,Sulawesi Leaf Warbler,2,2,2,2,0
Q7432,species,Q3727728,Kungwe Apalis,2,2,2,2,0
Q7432,species,Q3728131,Stachyris poliocephala,2,2,2,2,0
Q7432,species,Q3728563,Tasman Starling,2,2,2,2,0
Q7432,species,Q3728578,Cossypha archeri,2,2,2,2,0
Q7432,species,Q3728611,Arabian Wheatear,2,2,2,2,0
Q7432,species,Q3728761,Orthotomus frontalis,2,2,2,2,0
Q7432,species,Q3729103,Mountain Chiffchaff,2,2,2,2,0
Q7432,species,Q3729173,White-bellied Bush Chat,2,2,2,2,0
Q7432,species,Q374600,White-throated Swallow,2,2,2,2,0
Q7432,species,Q376038,Toco Toucan,2,2,2,2,0
Q7432,species,Q376590,brown fantail,2,2,2,2,0
Q7432,species,Q383182,Black-bellied Sandgrouse,2,2,2,2,0
Q7432,species,Q383611,Nesocichla eremita,2,2,2,2,0
Q7432,species,Q384301,White-necklaced Hill Partridge,2,2,2,2,0
Q7432,species,Q384361,yellow-bellied tanager,2,2,2,2,0
Q7432,species,Q384702,Fawn-breasted Tanager,2,2,2,2,0
Q7432,species,Q385723,Western Black-eared Wheatear,2,2,2,2,0
Q7432,species,Q387783,Black-throated Accentor,2,2,2,2,0
Q7432,species,Q388285,Rufous Piculet,2,2,2,2,0
Q7432,species,Q388494,Striped Flufftail,2,2,2,2,0
Q7432,species,Q390139,Pale-tipped Inezia,2,2,2,2,0
Q7432,species,Q39023,Black-headed Woodpecker,2,2,2,2,0
Q7432,species,Q39046194,Whyte’s double-collared sunbird,2,2,2,2,0
Q7432,species,Q39049317,Ridgetop swiftlet,2,2,2,2,0
Q7432,species,Q39049319,Tenggara swiftlet,2,2,2,2,0
Q7432,species,Q392139,Tricolored Heron,2,2,2,2,0
Q7432,species,Q392232,Pacific Reef Heron,2,2,2,2,0
Q7432,species,Q392570,Western Reef Heron,2,2,2,2,0
Q7432,species,Q40512212,Meliphaga ornata,2,2,2,2,0
Q7432,species,Q40512273,Meliphaga pencillata,2,2,2,2,0
Q7432,species,Q40537,Blue-throated Toucanet,2,2,2,2,0
Q7432,species,Q40639,Campylopterus duidae,2,2,2,2,0
Q7432,species,Q40647183,Procellaria assimilis,2,2,2,2,0
Q7432,species,Q40650916,Afrotis atra,2,2,2,2,0
Q7432,species,Q40651056,Alario alario,2,2,2,2,0
Q7432,species,Q40651172,Alseonax minimus,2,2,2,2,0
Q7432,species,Q40651623,Apus aequatorialis,2,2,2,2,0
Q7432,species,Q40651782,Arremonops sumichrasti,2,2,2,2,0
Q7432,species,Q40652081,Buccanodon olivaceum,2,2,2,2,0
Q7432,species,Q40652094,Buccanodon whytii,2,2,2,2,0
Q7432,species,Q40652108,Buteo erythronotus,2,2,2,2,0
Q7432,species,Q40652519,Caprimulgus macrocercus,2,2,2,2,0
Q7432,species,Q40652640,Casuarius papuanus,2,2,2,2,0
Q7432,species,Q40653155,Chlidonias nigra,2,2,2,2,0
Q7432,species,Q40653583,Columba plumbea,2,2,2,2,0
Q7432,species,Q40653673,Cossypha bocagei,2,2,2,2,0
Q7432,species,Q40653791,Cryptolopha castaneiceps,2,2,2,2,0
Q7432,species,Q40653910,Cyanops franklini,2,2,2,2,0
Q7432,species,Q40653966,Cymochorea castro,2,2,2,2,0
Q7432,species,Q40654125,Dendrocitta sinensis,2,2,2,2,0
Q7432,species,Q40654149,Dendroica auduboni,2,2,2,2,0
Q7432,species,Q40654162,Dicrurus leucogenis,2,2,2,2,0
Q7432,species,Q40654183,Dioptrornis fischeri,2,2,2,2,0
Q7432,species,Q40654336,Dryobates hyperythrus,2,2,2,2,0
Q7432,species,Q40654401,Dyaphorophyia ansorgei,2,2,2,2,0
Q7432,species,Q40654417,Egretta alba,2,2,2,2,0
Q7432,species,Q40654478,Empidonax brewsteri,2,2,2,2,0
Q7432,species,Q40654500,Eremomela flaviventris,2,2,2,2,0
Q7432,species,Q40654513,Eremomela griseoflava,2,2,2,2,0
Q7432,species,Q40654588,Erythropygia leucophrys,2,2,2,2,0
Q7432,species,Q40654683,Eupetes macrocercus,2,2,2,2,0
Q7432,species,Q40654702,Euphonia nigricollis,2,2,2,2,0
Q7432,species,Q40654873,Francolinus levaillantoides,2,2,2,2,0
Q7432,species,Q40654947,Fringillaria striolata,2,2,2,2,0
Q7432,species,Q40655109,Garrulus atricapillus,2,2,2,2,0
Q7432,species,Q40655223,Guiraca caerulea,2,2,2,2,0
Q7432,species,Q40655427,Hirundo abyssinica,2,2,2,2,0
Q7432,species,Q40655453,Hirundo puella,2,2,2,2,0
Q7432,species,Q40655501,Hirundo senegalensis,2,2,2,2,0
Q7432,species,Q40655696,Irrisor erythrorhynchus,2,2,2,2,0
Q7432,species,Q40655747,Junco oreganus,2,2,2,2,0
Q7432,species,Q40655798,Lagopus mutus,2,2,2,2,0
Q7432,species,Q40655899,Lanius exubitor,2,2,2,2,0
Q7432,species,Q40655952,Legatus albicollis,2,2,2,2,0
Q7432,species,Q40655987,Leioptila capistrata,2,2,2,2,0
Q7432,species,Q40656125,Luscinia megarhyncha,2,2,2,2,0
Q7432,species,Q40656249,Malimbus rubriceps,2,2,2,2,0
Q7432,species,Q40656341,Melozone biarcuatum,2,2,2,2,0
Q7432,species,Q40656384,Merops superciliaris,2,2,2,2,0
Q7432,species,Q40656433,Mesobucco duvaucelii,2,2,2,2,0
Q7432,species,Q40656508,Micropus aequatorialis,2,2,2,2,0
Q7432,species,Q40656685,Mixornis rubricapilla,2,2,2,2,0
Q7432,species,Q40656949,Nectarinia chalybeus,2,2,2,2,0
Q7432,species,Q40657028,Nectarinia souimanga,2,2,2,2,0
Q7432,species,Q40657045,Nectarinia sperata,2,2,2,2,0
Q7432,species,Q40657054,Nectarinia talatala,2,2,2,2,0
Q7432,species,Q40657085,Neotis cafra,2,2,2,2,0
Q7432,species,Q40657122,Niltava tickelliae,2,2,2,2,0
Q7432,species,Q40657266,Otus choliba,2,2,2,2,0
Q7432,species,Q40657682,Pionites melanocephala,2,2,2,2,0
Q7432,species,Q40657894,Pomatorhinus olivaceus,2,2,2,2,0
Q7432,species,Q40657991,Prinia pectoralis,2,2,2,2,0
Q7432,species,Q40658058,Prionops plumata,2,2,2,2,0
Q7432,species,Q40658166,Psalidoprocne holomelaena,2,2,2,2,0
Q7432,species,Q40658258,Ptilotis procerior,2,2,2,2,0
Q7432,species,Q40658371,Pycnonotus milanjensis,2,2,2,2,0
Q7432,species,Q40658635,Rhynchocyclus flaviventris,2,2,2,2,0
Q7432,species,Q40658720,Saltator vigorsii,2,2,2,2,0
Q7432,species,Q40659522,Seiurus aurocapillus,2,2,2,2,0
Q7432,species,Q40660020,Tchitrea perspicillata,2,2,2,2,0
Q7432,species,Q40660178,Todirostrum sylvia,2,2,2,2,0
Q7432,species,Q40660200,Treron bisincta,2,2,2,2,0
Q7432,species,Q40660267,Trichastoma abbotti,2,2,2,2,0
Q7432,species,Q40660320,Tricholaema leucomelan,2,2,2,2,0
Q7432,species,Q40660705,Yuhina zantholeuca,2,2,2,2,0
Q7432,species,Q40660781,Zosterops capensis,2,2,2,2,0
Q7432,species,Q41162560,Annorhinus tickelli,2,2,2,2,0
Q7432,species,Q41166256,Myzantha melanocephala,2,2,2,2,0
Q7432,species,Q41169225,Agelaius thilius,2,2,2,2,0
Q7432,species,Q41214690,Collocalia neglecta,2,2,2,2,0
Q7432,species,Q41214703,Collocalia uropygialis,2,2,2,2,0
Q7432,species,Q41418356,Grey-rumped Swiftlet,2,2,2,2,0
Q7432,species,Q420379,Red-backed Fairywren,2,2,2,2,0
Q7432,species,Q420627,Silktail,2,2,2,2,0
Q7432,species,Q420818,Brown-necked Raven,2,2,2,2,0
Q7432,species,Q425828,Plumed Guineafowl,2,2,2,2,0
Q7432,species,Q428410,Rufous-webbed Bush Tyrant,2,2,2,2,0
Q7432,species,Q428748,Chotoy Spinetail,2,2,2,2,0
Q7432,species,Q430540,Swallow-tailed Kite,2,2,2,2,0
Q7432,species,Q431637,Orange-crowned Fairywren,2,2,2,2,0
Q7432,species,Q432327,Clark's Grebe,2,2,2,2,0
Q7432,species,Q4355051,Silver-backed Butcherbird,2,2,2,2,0
Q7432,species,Q44023,Lilac-breasted Roller,2,2,2,2,0
Q7432,species,Q456423,Amazonetta brasiliensis,2,2,2,2,0
Q7432,species,Q457267,blue-footed booby,2,2,2,2,0
Q7432,species,Q459267,Resplendent Quetzal,2,2,2,2,0
Q7432,species,Q460992,Parmoptila woodhousei,2,2,2,2,0
Q7432,species,Q47012958,Endomychura hypoleuca,2,2,2,2,0
Q7432,species,Q470370,Violet Cuckoo,2,2,2,2,0
Q7432,species,Q47385034,Brachypteryx major,2,2,2,2,0
Q7432,species,Q47456371,Nectarinia lotenia,2,2,2,2,0
Q7432,species,Q47456581,Parus cyanus,2,2,2,2,0
Q7432,species,Q47489639,Afghan Babbler,2,2,2,2,0
Q7432,species,Q47501,Keel-billed Toucan,2,2,2,2,0
Q7432,species,Q4755805,Stripe-throated Wren,2,2,2,2,0
Q7432,species,Q4763250,Alethe castanea,2,2,2,2,0
Q7432,species,Q4764,Common Crane,2,2,2,2,0
Q7432,species,Q477691,Madagascar Ibis,2,2,2,2,0
Q7432,species,Q478141,Mindanao Hornbill,2,2,2,2,0
Q7432,species,Q4781424,Superciliated Wren,2,2,2,2,0
Q7432,species,Q479802,Emerald-chinned Hummingbird,2,2,2,2,0
Q7432,species,Q480060,Ethiopian Boubou,2,2,2,2,0
Q7432,species,Q481672,Tasmanian Thornbill,2,2,2,2,0
Q7432,species,Q481700,San Blas Jay,2,2,2,2,0
Q7432,species,Q481997,Ocellated Tapaculo,2,2,2,2,0
Q7432,species,Q48681,Limicola falcinellus,2,2,2,2,0
Q7432,species,Q489882,Andaman Cuckoo-Dove,2,2,2,2,0
Q7432,species,Q49000970,Sclater's nightingale-thrush,2,2,2,2,0
Q7432,species,Q490470,Haplochelidon andecola,2,2,2,2,0
Q7432,species,Q498183,Javan Pond Heron,2,2,2,2,0
Q7432,species,Q499845,Trochalopteron fairbanki,2,2,2,2,0
Q7432,species,Q50407534,Larus cirrocephalus,2,2,2,2,0
Q7432,species,Q5049120,Coracina cucullata,2,2,2,2,0
Q7432,species,Q509595,Slender-billed Greenbul,2,2,2,2,0
Q7432,species,Q510682,Blue-banded Kingfisher,2,2,2,2,0
Q7432,species,Q510792,Puerto Rican Amazon,2,2,2,2,0
Q7432,species,Q511979,African black duck,2,2,2,2,0
Q7432,species,Q512594,Dusky Lark,2,2,2,2,0
Q7432,species,Q512792,African Harrier-Hawk,2,2,2,2,0
Q7432,species,Q512931,Black Bee-eater,2,2,2,2,0
Q7432,species,Q513174,Pygmy Falcon,2,2,2,2,0
Q7432,species,Q513224,Spotted Eagle-Owl,2,2,2,2,0
Q7432,species,Q513295,African Red-eyed Bulbul,2,2,2,2,0
Q7432,species,Q514517,Ansorge's Greenbul,2,2,2,2,0
Q7432,species,Q514907,Buff-headed Coucal,2,2,2,2,0
Q7432,species,Q516108,Amazilia cyanocephala,2,2,2,2,0
Q7432,species,Q516398,Band-bellied Owl,2,2,2,2,0
Q7432,species,Q516793,Poephila personata,2,2,2,2,0
Q7432,species,Q516922,Aglaeactis castelnaudii,2,2,2,2,0
Q7432,species,Q518628,Great shrike-tyrant,2,2,2,2,0
Q7432,species,Q520277,White-backed Mousebird,2,2,2,2,0
Q7432,species,Q520983,Orange-chinned Parakeet,2,2,2,2,0
Q7432,species,Q522791,Masked Water Tyrant,2,2,2,2,0
Q7432,species,Q524270,Andean teal,2,2,2,2,0
Q7432,species,Q524681,Microchera albocoronata,2,2,2,2,0
Q7432,species,Q524740,Pintado Petrel,2,2,2,2,0
Q7432,species,Q525136,Atthis ellioti,2,2,2,2,0
Q7432,species,Q525897,Blue-fronted Parrot,2,2,2,2,0
Q7432,species,Q526052,Stripe-backed Antbird,2,2,2,2,0
Q7432,species,Q526204,Crescent-chested Puffbird,2,2,2,2,0
Q7432,species,Q528764,Laughing Gull,2,2,2,2,0
Q7432,species,Q529857,White-backed Duck,2,2,2,2,0
Q7432,species,Q530069,Motacilla aguimp,2,2,2,2,0
Q7432,species,Q531132,Dusky-billed Parrotlet,2,2,2,2,0
Q7432,species,Q533055,Blood-eared Parakeet,2,2,2,2,0
Q7432,species,Q533356,Spice Imperial Pigeon,2,2,2,2,0
Q7432,species,Q533763,Amazilia violiceps,2,2,2,2,0
Q7432,species,Q535206,Yellow-billed Duck,2,2,2,2,0
Q7432,species,Q537481,Pacific Screech Owl,2,2,2,2,0
Q7432,species,Q539050,Bradypterus sylvaticus,2,2,2,2,0
Q7432,species,Q539591,Spermophaga ruficapilla,2,2,2,2,0
Q7432,species,Q540195,Many-coloured Fruit Dove,2,2,2,2,0
Q7432,species,Q5408131,Pale-blue Monarch,2,2,2,2,0
Q7432,species,Q541664,Pelagic Cormorant,2,2,2,2,0
Q7432,species,Q5419999,Venezuelan Tyrannulet,2,2,2,2,0
Q7432,species,Q5420418,Batis erlangeri,2,2,2,2,0
Q7432,species,Q542320,Hemispingus piurae,2,2,2,2,0
Q7432,species,Q542898,Dendroica dominica,2,2,2,2,0
Q7432,species,Q5429005,Garrulax castanotis,2,2,2,2,0
Q7432,species,Q542925,Plain-backed Sunbird,2,2,2,2,0
Q7432,species,Q546348,Blue-throated Piping Guan,2,2,2,2,0
Q7432,species,Q546599,Blue-throated Roller,2,2,2,2,0
Q7432,species,Q5466341,Psittacus timneh,2,2,2,2,0
Q7432,species,Q54696,Eurasian Collared Dove,2,2,2,2,0
Q7432,species,Q547920,Antillean Piculet,2,2,2,2,0
Q7432,species,Q549537,Cream-colored Woodpecker,2,2,2,2,0
Q7432,species,Q549909,White-browed Treecreeper,2,2,2,2,0
Q7432,species,Q550091,Regent Parrot,2,2,2,2,0
Q7432,species,Q550476,Asian Red-eyed Bulbul,2,2,2,2,0
Q7432,species,Q55111925,Gyps rueppelli,2,2,2,2,0
Q7432,species,Q55112185,Sunda Warbler,2,2,2,2,0
Q7432,species,Q55119708,Comoros cuckooshrike,2,2,2,2,0
Q7432,species,Q55608552,Crescent-caped lophorina,2,2,2,2,0
Q7432,species,Q557447,Yellow-tufted Woodpecker,2,2,2,2,0
Q7432,species,Q558913,Tepui Spinetail,2,2,2,2,0
Q7432,species,Q5608099,Grey-throated Sunbird,2,2,2,2,0
Q7432,species,Q567829,Brown-breasted Gerygone,2,2,2,2,0
Q7432,species,Q568863,Aztec Thrush,2,2,2,2,0
Q7432,species,Q56888,Black-winged Snowfinch,2,2,2,2,0
Q7432,species,Q56899,Estrilda charmosyna,2,2,2,2,0
Q7432,species,Q569140,Chalcostigma olivaceum,2,2,2,2,0
Q7432,species,Q569251,Red-throated Bee-eater,2,2,2,2,0
Q7432,species,Q570129,Blue-rumped Manakin,2,2,2,2,0
Q7432,species,Q570539,Bronze Ground Dove,2,2,2,2,0
Q7432,species,Q570795,Elegant Parrot,2,2,2,2,0
Q7432,species,Q572638,Great Curassow,2,2,2,2,0
Q7432,species,Q572702,Nigrita fusconotus,2,2,2,2,0
Q7432,species,Q574693,Buff-necked Ibis,2,2,2,2,0
Q7432,species,Q574776,Myrmeciza fortis,2,2,2,2,0
Q7432,species,Q574913,Cream-breasted Fruit Dove,2,2,2,2,0
Q7432,species,Q57605,Amazilia viridifrons,2,2,2,2,0
Q7432,species,Q576654,Prinia burnesii,2,2,2,2,0
Q7432,species,Q576662,Dusky-throated Antshrike,2,2,2,2,0
Q7432,species,Q576957,Lark-like Brushrunner,2,2,2,2,0
Q7432,species,Q578615,Grey-throated Barbet,2,2,2,2,0
Q7432,species,Q579213,Victoria Crowned Pigeon,2,2,2,2,0
Q7432,species,Q579621,Northern Jacana,2,2,2,2,0
Q7432,species,Q580094,Anthracothorax dominicus,2,2,2,2,0
Q7432,species,Q581571,Myrmeciza ruficauda,2,2,2,2,0
Q7432,species,Q582720,Scaly-naped Amazon,2,2,2,2,0
Q7432,species,Q585670,Satin Bowerbird,2,2,2,2,0
Q7432,species,Q586194,Short-tailed Hawk,2,2,2,2,0
Q7432,species,Q586253,White-necked Puffbird,2,2,2,2,0
Q7432,species,Q588267,American Pygmy Kingfisher,2,2,2,2,0
Q7432,species,Q588651,black-faced grosbeak,2,2,2,2,0
Q7432,species,Q588900,Micronesian Megapode,2,2,2,2,0
Q7432,species,Q589093,Red-tailed Comet,2,2,2,2,0
Q7432,species,Q589154,Vega Gull,2,2,2,2,0
Q7432,species,Q589171,American White Ibis,2,2,2,2,0
Q7432,species,Q58958,Sanderling,2,2,2,2,0
Q7432,species,Q589812,White-throated Tapaculo,2,2,2,2,0
Q7432,species,Q590485,Chestnut-headed Oropendola,2,2,2,2,0
Q7432,species,Q591461,Collared Finchbill,2,2,2,2,0
Q7432,species,Q592362,Pallas's Rosefinch,2,2,2,2,0
Q7432,species,Q592571,White Bellbird,2,2,2,2,0
Q7432,species,Q592956,Toucan Barbet,2,2,2,2,0
Q7432,species,Q594049,Chinese Grosbeak,2,2,2,2,0
Q7432,species,Q594607,Green-billed malkoha,2,2,2,2,0
Q7432,species,Q594915,Collared Forest Falcon,2,2,2,2,0
Q7432,species,Q59492,Reed Cormorant,2,2,2,2,0
Q7432,species,Q596250,Black-capped White-eye,2,2,2,2,0
Q7432,species,Q59785,Snowy Egret,2,2,2,2,0
Q7432,species,Q598677,Sunda Collared Dove,2,2,2,2,0
Q7432,species,Q600662,Dusky Bush Tanager,2,2,2,2,0
Q7432,species,Q601632,Dusky Woodswallow,2,2,2,2,0
Q7432,species,Q601988,Fairy Prion,2,2,2,2,0
Q7432,species,Q602134,Yellow-shouldered Blackbird,2,2,2,2,0
Q7432,species,Q602388,Ornate Hawk-Eagle,2,2,2,2,0
Q7432,species,Q602806,Brown-backed Flowerpecker,2,2,2,2,0
Q7432,species,Q603897,Lesser Elaenia,2,2,2,2,0
Q7432,species,Q605555,Collared Imperial Pigeon,2,2,2,2,0
Q7432,species,Q605571,Large Woodshrike,2,2,2,2,0
Q7432,species,Q605804,Nicobar Pigeon,2,2,2,2,0
Q7432,species,Q606285,Sylvia minula,2,2,2,2,0
Q7432,species,Q606609,Russet-capped Tesia,2,2,2,2,0
Q7432,species,Q606640,Chestnut-bellied Partridge,2,2,2,2,0
Q7432,species,Q606798,Bornean Whistler,2,2,2,2,0
Q7432,species,Q606956,White-throated Swift,2,2,2,2,0
Q7432,species,Q607375,Sapphire-rumped Parrotlet,2,2,2,2,0
Q7432,species,Q607858,Whitehead's Swiftlet,2,2,2,2,0
Q7432,species,Q608087,Musk Lorikeet,2,2,2,2,0
Q7432,species,Q608313,Hume’s Leaf Warbler,2,2,2,2,0
Q7432,species,Q608804,Canary Islands Chiffchaff,2,2,2,2,0
Q7432,species,Q609283,Rufous-bellied Thrush,2,2,2,2,0
Q7432,species,Q609883,Rufous Vanga,2,2,2,2,0
